"avg_rating";"experience"
6.1447949650159766;1
6.254779407206704;2
6.385440618142314;3
6.5247311938193535;4
6.706802721737193;5
6.466666684006199;6
6.758928584200995;7
6.679999983310699;8
6.6212499916553496;9
6.895000028610229;10
6.984848484848484;11
7.344444460339016;18
7.592307750995342;26
