"avg_rating";"experience"
6.322874998152256;1
6.398727743376909;2
6.444067808194349;3
6.385714306150164;4
6.6086956625399385;5
6.705660388154803;6
6.391666670640309;7
6.678703720922823;8
6.646341451784459;9
6.502898554871048;10
6.662765956939535;11
7.126086960668149;12
6.259574453881446;13
6.660416692495346;14
6.5764706050648405;15
7.171428635006859;16
7.012280731870417;17
6.726315799512361;18
6.997674420822499;19
6.881081084947328;20
6.277272744612261;21
6.762500027815501;22
